bytes,channel,date,error,file,kind,ok,relevance,score,sha256,source,source_page,title,url,year
5018,今日句容,2025-02-24 08:31,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\32_智慧农机_马力_足_农技专家服务优_田间地头绘就欣欣向荣_春耕图.md,jurong_local_agri_report,True,,112,3f70153ee70fcb2ad0c37e3a2a0ad346283b2586e71492dfea1973717bc77b36,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_32_智慧农机_马力_足_农技专家服务优_田间地头绘就欣欣向荣_春耕图.html,智慧农机“马力”足 农技专家服务优 田间地头绘就欣欣向荣“春耕图”,https://www.jurong.gov.cn/jurong/jrjr/202502/e913235d8cc24c39a6ad1996484264f0.shtml,
1189,部门动态,2024-08-16 11:31,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\33_蒲城种植户来我市交流学习.md,jurong_local_agri_report,True,,112,e215dbd7d011c1b91df2143ae6f5ee4b6c16f735f3244f566c90f45f9ffb0ca2,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_33_蒲城种植户来我市交流学习.html,蒲城种植户来我市交流学习,https://www.jurong.gov.cn/jurong/bmdt/202408/d8ece47a4655401180057238993b039b.shtml,
5621,部门动态,2025-08-28 08:32,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\34_全面打好水稻穗期病虫防治第一仗.md,jurong_local_agri_report,True,,111,873f043262b04b51eabfe0bb58fa6dad1f26a57a95da411ab5a64784fd26e2a5,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_34_全面打好水稻穗期病虫防治第一仗.html,全面打好水稻穗期病虫防治第一仗,https://www.jurong.gov.cn/jurong/bmdt/202508/648b971626b549c08c72da592f85f205.shtml,
2021,今日句容,2024-08-23 08:45,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\35_束克之调研农文旅融合发展工作.md,jurong_local_agri_report,True,,109,e50847366b2b7eb09cd0c62880aa6c42975a9d525c087dcc89b1cddc71463846,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_35_束克之调研农文旅融合发展工作.html,束克之调研农文旅融合发展工作,https://www.jurong.gov.cn/jurong/jrjr/202408/be75d9fb38d34b46be88b31b1c475ea9.shtml,
3643,今日句容,2025-11-27 08:42,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\36_5000亩白兔草莓迎花果期_专家下田为优质丰产保驾护航.md,jurong_local_agri_report,True,,107,42a1eceb75405b7c2e8cd0b3f1c9be1ce956a4b373c352b249eb03f9c87148f6,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_36_5000亩白兔草莓迎花果期_专家下田为优质丰产保驾护航.html,5000亩白兔草莓迎花果期 专家下田为优质丰产保驾护航,https://www.jurong.gov.cn/jurong/jrjr/202511/82023951e5e547c7b9d5b6c927a4ac9f.shtml,
1270,乡镇动态,2024-12-13 16:49,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\37_党建引领丨茅山镇与南京农业大学园艺学院校地共建.md,jurong_local_agri_report,True,,107,fd15925f7080dcb48484474e89661f2c3fd452dd69437a0ce8aedfcb9cc46788,句容市茅山镇,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_37_党建引领丨茅山镇与南京农业大学园艺学院校地共建.html,党建引领丨茅山镇与南京农业大学园艺学院校地共建,https://www.jurong.gov.cn/jurong/xzdt/202501/d9ffcca74db0462397963411fe74043a.shtml,
1791,今日句容,2026-05-14 08:57,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\38_2026长江经济带斗茶会落幕.md,jurong_local_agri_report,True,,105,2ff8090339cf7642c609989377222568964ca3f3e82e00a630528a2a12e55452,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_38_2026长江经济带斗茶会落幕.html,2026长江经济带斗茶会落幕,https://www.jurong.gov.cn/jurong/jrjr/202605/e808ac13f4ad4e29b7189897e1f17901.shtml,
7361,部门动态,2025-12-02 09:08,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\39_一线风采_天王服务站_服务护航_让中草药种植项目落地生根.md,jurong_local_agri_report,True,,104,2c4696fa350da8c96d13bd6a319ced00d882563eca6494d7b0e9714a166b7657,句容市自然资源和规划局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_39_一线风采_天王服务站_服务护航_让中草药种植项目落地生根.html,一线风采 | 天王服务站：服务护航，让中草药种植项目落地生根,https://www.jurong.gov.cn/jurong/bmdt/202512/93990120c3234b3eb38e6320cf342729.shtml,
1428,今日句容,2025-07-03 09:10,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\40_镇江人大来句调研农业农村工作.md,jurong_local_agri_report,True,,103,41fbc51988dafa0bf551321fb480ef6c3deeadf6f42aa79a2e3b6deec7a52e1c,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_40_镇江人大来句调研农业农村工作.html,镇江人大来句调研农业农村工作,https://www.jurong.gov.cn/jurong/jrjr/202507/140f4560109d4469aaf26e4525d32679.shtml,
2983,今日句容,2026-03-13 09:06,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\41_技防物防齐发力_农机农技双护航_农业部门多措并举护航春耕备耕.md,jurong_local_agri_report,True,,102,ceb99f13a73b9d34ccca4f790b7d6755a22a2d60dff3d3d69055d7a4e677355d,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_41_技防物防齐发力_农机农技双护航_农业部门多措并举护航春耕备耕.html,技防物防齐发力 农机农技双护航 农业部门多措并举护航春耕备耕,https://www.jurong.gov.cn/jurong/jrjr/202603/5a7ec08f9e0c49c2823f76c452918ac8.shtml,
1921,今日句容,2025-10-09 08:35,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\42_第二届句容_茅山长青杯_制茶大赛举行.md,jurong_local_agri_report,True,,102,909e91e15b66294d95eea355a45f01feaa9171e3035749c5aafeefb689c0b672,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_42_第二届句容_茅山长青杯_制茶大赛举行.html,第二届句容“茅山长青杯”制茶大赛举行,https://www.jurong.gov.cn/jurong/jrjr/202510/015e05bd155340548b81f1c87bb53b87.shtml,
2332,今日句容,2025-07-29 08:33,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\43_550盒丁庄葡萄首抵盒马.md,jurong_local_agri_report,True,,100,14fd71c215c29d94865fc79275a75bbc67ca1c10bc3b4c634ec171bcbf175bc5,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_43_550盒丁庄葡萄首抵盒马.html,550盒丁庄葡萄首抵盒马,https://www.jurong.gov.cn/jurong/jrjr/202507/82fc3ab738204bacad315f001ae25576.shtml,
4152,部门动态,2024-06-21 16:50,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\44_句容人社_打造人才_引擎_赋能乡村振兴.md,jurong_local_agri_report,True,,99,fbeeb0d5b87564bfb867728b2424b2fe667e8779d0466607a59d433ac2ab9785,句容市人力资源和社会保障局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_44_句容人社_打造人才_引擎_赋能乡村振兴.html,句容人社：打造人才“引擎” 赋能乡村振兴,https://www.jurong.gov.cn/jurong/bmdt/202406/d9326c46f78e4cf3bb45d5e94184361a.shtml,
5768,部门动态,2024-08-16 14:54,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\45_水稻病虫害第二次总体防治技术意见.md,jurong_local_agri_report,True,,98,6e9e7c8a8e618f88ad49ce5809c6ba8a83c2f3aeeaa6169d10e7fde9c13b1035,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_45_水稻病虫害第二次总体防治技术意见.html,水稻病虫害第二次总体防治技术意见,https://www.jurong.gov.cn/jurong/bmdt/202408/171b6926ee9043f19f3c13938bb43932.shtml,
2252,今日句容,2025-10-28 08:40,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\46_戴庄再生稻迎丰收.md,jurong_local_agri_report,True,,96,9dea4a65e53b6f6296619ea32da7880203db1b23e67a5de39eb533f871e1f117,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_46_戴庄再生稻迎丰收.html,戴庄再生稻迎丰收,https://www.jurong.gov.cn/jurong/jrjr/202510/4083be7f9e7a4e039c50e1dec97de522.shtml,
3707,部门动态,2024-08-12 09:30,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\47_整治水产品质量安全_他们在行动.md,jurong_local_agri_report,True,,95,4e7d7682475994b2cdaf2caab65113340c7bc96097bf6fa8473897d4af03b076,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_47_整治水产品质量安全_他们在行动.html,整治水产品质量安全，他们在行动！,https://www.jurong.gov.cn/jurong/bmdt/202408/33e92cf60f2b4b698341b082183011d6.shtml,
2718,乡镇动态,2024-11-13 09:52,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\48_长技能_促提升_绽芳华丨白兔镇开展妇女能力提升培训活动.md,jurong_local_agri_report,True,,94,71e3c5e81cb025da1cb23438858551df229b393e876cd0fe2efbf86203e3d97c,句容市白兔镇,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_48_长技能_促提升_绽芳华丨白兔镇开展妇女能力提升培训活动.html,长技能 促提升 绽芳华丨白兔镇开展妇女能力提升培训活动,https://www.jurong.gov.cn/jurong/xzdt/202411/2c16a1f042e7432aa422fef00c467cd8.shtml,
1687,今日句容,2025-03-19 09:03,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\49_省农业农村厅来句调研.md,jurong_local_agri_report,True,,92,144e5f4f9aede5f2cee3596f9f43690a5ecb9e6bf5f791db73fca17ceadfc9f8,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_49_省农业农村厅来句调研.html,省农业农村厅来句调研,https://www.jurong.gov.cn/jurong/jrjr/202503/adb90f7ca7524543b298f7f472407c88.shtml,
4001,部门动态,2024-12-02 10:17,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\50_市农业农村局组织召开全市高标准农田调查摸底上图入库评审会.md,jurong_local_agri_report,True,,91,e449ac81477367dfc687019f836ca7939601940ecd8322350a37c0c75602dd1b,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_50_市农业农村局组织召开全市高标准农田调查摸底上图入库评审会.html,市农业农村局组织召开全市高标准农田调查摸底上图入库评审会,https://www.jurong.gov.cn/jurong/bmdt/202412/94bad67196914fa58f170eb9b9cbcbaf.shtml,
1864,乡镇动态,2026-01-21 08:43,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\51_科技Buff叠满_白兔草莓御寒稳丰收.md,jurong_local_agri_report,True,,90,0b0c5835dc913ff0fb1244d1f9054f3f2c462003ef244e7bf09ddcb292ba6839,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_51_科技Buff叠满_白兔草莓御寒稳丰收.html,科技Buff叠满 白兔草莓御寒稳丰收,https://www.jurong.gov.cn/jurong/xzdt/202601/7aebe90470a147d29125b354655b7eb1.shtml,
1694,今日句容,2024-05-23 09:12,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\52_周必松调研抓党建促乡村振兴工作.md,jurong_local_agri_report,True,,90,61d6a97cc447fa77769c36fd92e02c797fd279f8f220fca50014e3cc6fb3eaec,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_52_周必松调研抓党建促乡村振兴工作.html,周必松调研抓党建促乡村振兴工作,https://www.jurong.gov.cn/jurong/jrjr/202405/868f4b3d18474c768c2da14725069d47.shtml,
1556,部门动态,2025-07-31 08:47,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\53_市农业技术推广中心开展水稻病虫害调查.md,jurong_local_agri_report,True,,89,f715371f95db467cdc25f55f7884dac1bcd2095b057a34f5373e8e7001f301a9,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_53_市农业技术推广中心开展水稻病虫害调查.html,市农业技术推广中心开展水稻病虫害调查,https://www.jurong.gov.cn/jurong/bmdt/202507/4616705f7dc9417dbb2336f4049e81a4.shtml,
1388,今日句容,2024-12-31 08:38,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\54_江苏_句容_草莓产业推介活动举行.md,jurong_local_agri_report,True,,89,f1819cf60aef9bc988f2342ae5ddb798e9f4d379a82ddc31b68766e294674b7e,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_54_江苏_句容_草莓产业推介活动举行.html,江苏（句容）草莓产业推介活动举行,https://www.jurong.gov.cn/jurong/jrjr/202412/ea2c800ef2654fef95d7cdb46514ec28.shtml,
2017,今日句容,2025-10-22 09:00,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\55_农产品区域公用品牌创建工作专题会议召开_周必松主持.md,jurong_local_agri_report,True,,87,8f86eeba43b4ae1c3bc32a99a9e7a8f4338e41fdfa2fcb13ac2cc0c04f690bd8,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_55_农产品区域公用品牌创建工作专题会议召开_周必松主持.html,农产品区域公用品牌创建工作专题会议召开 周必松主持,https://www.jurong.gov.cn/jurong/jrjr/202510/1d6ba4d261f34735bdc169e64e5df785.shtml,
2801,今日句容,2024-06-05 08:46,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\56_马明龙检查防汛抗旱和夏收夏种工作时强调_坚决筑牢抵御水旱灾害坚固防线_不误农时有序推进保障粮食安全.md,jurong_local_agri_report,True,,86,f59f92a47e15269fe69408cbcc22dc8737ba1e5d8d2ad2da1403185722201d38,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_56_马明龙检查防汛抗旱和夏收夏种工作时强调_坚决筑牢抵御水旱灾害坚固防线_不误农时有序推进保障粮食安全.html,马明龙检查防汛抗旱和夏收夏种工作时强调 坚决筑牢抵御水旱灾害坚固防线 不误农时有序推进保障粮食安全,https://www.jurong.gov.cn/jurong/jrjr/202406/ee120af99eb545a2939372f1a41c0b29.shtml,
2437,部门动态,2025-04-24 14:22,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\57_句容市高标准农田调查摸底上图入库外业采集工作正式启动.md,jurong_local_agri_report,True,,84,17d4d31db3fb6c1f09d2f8ae0930ada8bc1eba8b003a3cd6169e58af3f38b538,句容市农业农村局,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_57_句容市高标准农田调查摸底上图入库外业采集工作正式启动.html,句容市高标准农田调查摸底上图入库外业采集工作正式启动,https://www.jurong.gov.cn/jurong/bmdt/202504/2fdf122c53bd4b89aaeb8b9dd3e984b1.shtml,
1509,乡镇动态,2024-04-29 10:18,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\58_喜报_边城镇人民政府荣获镇江市_乡村振兴先进集体_称号.md,jurong_local_agri_report,True,,83,afbfb47cef6585e6068af1024fb5b29b4841e6086116321126cc7a492a7de33c,句容市边城镇,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_58_喜报_边城镇人民政府荣获镇江市_乡村振兴先进集体_称号.html,喜报！边城镇人民政府荣获镇江市“乡村振兴先进集体”称号,https://www.jurong.gov.cn/jurong/xzdt/202404/c8863e735cf64986a79999c0123deb94.shtml,
1520,今日句容,2025-05-12 09:15,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\59_束克之现场调研农业生产工作.md,jurong_local_agri_report,True,,81,9f00b494444640f95e9c3b4db67ecbcd0dd41264342b9814cb2957aefd5e216c,市融媒体中心,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_59_束克之现场调研农业生产工作.html,束克之现场调研农业生产工作,https://www.jurong.gov.cn/jurong/jrjr/202505/8fc110a4d1c64181ae90aaba03393ad5.shtml,
2522,乡镇动态,2024-06-27 17:15,,data\raw\public_agriculture_sources\jurong_local_agri_support\reports\60_边城镇党建引领乡村振兴这么干.md,jurong_local_agri_report,True,,81,7af6f0b3dcb575a9dddffc71f8e9924efd8606cc386dc360e8eb9576fa4c909e,句容市边城镇,data\raw\public_agriculture_sources\jurong_local_agri_support\source_pages\report_60_边城镇党建引领乡村振兴这么干.html,边城镇党建引领乡村振兴这么干！,https://www.jurong.gov.cn/jurong/xzdt/202406/ed55c9c87d02461c85db21d7938f3dc9.shtml,
2533,,,,data\raw\public_agriculture_sources\docs_for_ingest\06_jurong_open_monograph_catalog.md,derived_ingest_summary,True,,,be678aa704f349b49f7ce23489158aaa8080d0f9d0ab754a348a9a008225da1d,,,06_jurong_open_monograph_catalog,,
4155,,,,data\raw\public_agriculture_sources\docs_for_ingest\07_jurong_historical_agri_data.md,derived_ingest_summary,True,,,51cc7bb8d0f864aed5b123520073e58aec8fc302fa4325aadd8323f709d1cd33,,,07_jurong_historical_agri_data,,
26926,,,,data\raw\public_agriculture_sources\docs_for_ingest\08_jurong_local_agri_reports_60.md,derived_ingest_summary,True,,,9dadad95b86b0b0e8e0f78ededf9e0510d7771818feeb974b2285f2e747852ca,,,08_jurong_local_agri_reports_60,,
